,pairs,loss,sen_sim,normalized_loss,score
1,"(""Ain't it funny how them fancy restaurants always got them long menus?"", ""Isn't it peculiar how those upscale restaurants always have extensive menus?"")",-0.03681911900639534,-0.895713746547699,-1.0,-1.895713746547699
3,"(""I'll be doggone if them kids don't make me tired these days."", ""I'll be darned if these children don't exhaust me these days."")",-0.015400351956486702,-0.8431460857391357,-0.18268234706105257,-1.0258284328001883
4,"(""I'd bet my last dollar them northerners don't know a thing about proper barbecue."", ""I'd wager my last dollar that those northerners don't know anything about authentic barbecue."")",-0.012069319374859333,-0.9564403891563416,-0.05557364257143271,-1.0120140317277744
0,"(""Y'all ever notice them new electric cars don't got no exhaust pipes?"", ""Have you observed that these new electric vehicles don't have exhaust pipes?"")",0.012657435610890388,-0.7764467000961304,0.8879733553793938,0.11152665528326344
2,"(""I reckon them city folk don't understand how hard it is to raise a garden."", ""I suppose those urban dwellers don't grasp how challenging it can be to cultivate a garden."")",0.015593225136399269,-0.8588592410087585,1.0,0.14114075899124146
1,"('Well, I done seen some mighty fine barbecue down in Alabama.', ""I've actually seen some excellent barbecue in Alabama."")",-0.061374206095933914,-0.8870295882225037,-1.0,-1.8870295882225037
0,"(""Y'all know how y'all love them fried catfish plates?"", 'You all know how much everyone enjoys catfish dishes?')",0.04443934187293053,-0.8361254930496216,-0.05622016049811607,-0.8923456535477376
3,"(""Now, that's a mighty fine looking horse yonder."", ""Over there, that's a very nice looking horse."")",0.05214676633477211,-0.8456680774688721,0.012524456436098674,-0.8331436210327734
4,"(""I reckon I'll take the old pickup and head on down to the county fair."", ""I believe I'll take my old truck and drive to the county fair."")",0.0764710009098053,-0.881575345993042,0.2294789262926995,-0.6520964197003425
2,"('Mama always said to never let the sun set on a fight.', 'Mother used to tell us never to end a dispute without resolution.')",0.16285933554172516,-0.802068829536438,1.0,0.197931170463562
