,Unnamed: 0,pairs,loss,sen_sim
0,0,"(""Sooo Manti Te'o was having a online/phone relationship with a guy pretendingto be a female -_-"", ""Manti Te'o was having a relationship via telephone/internet with a man pretending to be female."")",-0.0728299543261528,-0.8719891309738159
1,1,"('this lil girl aint going to win im the king of thisshe better fall back ....', 'The little girl is not going to win because i am the king, soshe needs to stop what she is doing')",0.0596363507211208,-0.7761366963386536
2,2,"(""He up stairs rights now and I'm down here getting ready its aboutto go down nite nite"", ""He is upstairs rights now and I'm down here getting ready. It’s aboutto go down. Nite nite."")",0.0300843082368373,-0.8719891309738159
3,3,"(""Shit I Am Who Am..Fresh up out of Apologize..I'm Doing It For SHAQ & My KIDS That's MY ATTITUDE THIS YEAROR MOVE THE FUCK AROUND"", ""Shit, I am who I am. I'm done apologizing. I'm doing it for Shaq and my kids, that's my attitude this yearand if you don't like it, get out"")",-0.000414021895267,-0.8719891309738159
4,4,"(""It's very rare that I get what I want. Now that it has happened I don't plan onloosing it no matter what"", 'It is very rare that I get what I want, but now that is has happened, I do not plan onlosing it, no matter the cost')",-0.0662290751934051,-0.8719891309738159
5,5,"('Shout out to nestboy vick he cold n that rapping sht keep drop.nthem tracks im one em', 'A quick shout out to Nestboy Vick as he is good at rapping. Keep releasingthe track as I want them')",-0.1801462471485138,-0.7761366963386536
6,6,"('Miami BostonJames Points: 34 Reb: 16 Ast: 7 Stl: 3 Blk: 1 Garnett Points: 24 Reb: 11 Ast:4 Stl: 2 Blk: 3', 'Miami Heat Player Lebron James had 34 points, 16 rebounds, 7 assists, 3 steals, and 1 block. Whereas Boston Celtics Player Kevin Garnett had 24 points, 11 rebounds, 4 assists,2 steals, and 3 blocks')",-0.0416774787008762,-0.7761366963386536
7,7,"(""Boy you can say anything you wanna I don't give a shit, noone else can have ya"", ""You can say anything you want to, I don't care, noone else can have you"")",0.1466777622699737,-0.8719891309738159
8,8,"(""3:05 when that bell ring I'm hunging my bae and running out of PSM by 3:45 I should be at housethen it's turn up time!"", ""At 3:05, when the bell rings, I'm saying bye to my significant other and running out of PSM. By 3:45, I should be homeThen it's time to part"")",-0.1966603696346283,-0.8719891309738159
9,9,"('Wen u kall a nigga fone n he dont answer dat mean he nevagave a fuck about it', ""When you call a person's phone and they don't answer that means they never cared about it.Cared about it"")",0.1064196303486824,-0.7761366963386536
10,10,"('I aint tryna see no twerk videos on my TL kuz yallhoes kant twerk fo nun', 'I do not want to see twerking videos on my timeline because thesepeople do not know how to twerk')",0.3215255737304687,-0.7761366963386536
11,11,"(""that was suppose to be a tweet lol I don't how the hell I dm thatto you my bad lol"", ""That was supposed to be a tweet but, that was funny.   I don't know how the hell I done thatto you, my bad, it was funny though"")",0.170669287443161,-0.8719891309738159
12,12,"('This group of 5 year olds just tried to holla at me! Lol when I told them how oldI was they scattered lol', 'This group of five-year-olds just tried to holler at me! That’s funny. When I told them how oldI was, they scattered. I’m laughing!')",-0.2007695734500885,-0.7761366963386536
13,13,"('Anybody else got one of those TV\'s where every movie looks super fake? They made these TV\'s toogood"" mine is like that', 'Does anyone else have a TV that makes every movie look very fake? These TV’s are made too well. Mine is like that.')",0.1703088879585266,-0.7761366963386536
14,14,"('who made amy dress for the finale the red one atthe end please tell me', ""Who made Amy's dress for the finale, the red one at the end. Please, tell me.the end. Please, tell me"")",0.0522733740508556,-0.7761366963386536
15,15,"('Old niggas are foul . This nigga just kiss a stripperlike it was his wife', 'Old people are gross. This friend has just kissed a stripperlike she was his wife')",0.2385185360908508,-0.7761366963386536
16,16,"(""That kid is GOOD. saw him vs NYR. I'll tell ya as a ranger fan I'm not too excited about seeing himfor the next 10 years."", 'That kid is GOOD. I saw him versus NYR. I’ll tell you, as a Ranger fan I’m not too excited about seeing himfor the next ten years.')",0.0217676162719726,-0.8719891309738159
17,17,"('My onli wish my nigga keith was here to kill shyt I been on some fuckthe world shyt lately nbs', 'My only wish is that my friend Keith was here to kill things. I have been down and depressedabout everything lately')",0.2704051733016968,-0.7761366963386536
18,18,"('I JUST WANNA FUCK YO BESTFRIEND FOR ONE NITE ONLI, ONLI AND WHEN I FUCK YO BESTFRIEND U BET NOT FUCK MY HOMIE', 'I just want to fuck your best friend for one night only, and when I fuck your best friend, youbetter not fuck my friend')",0.0776963979005813,-0.7761366963386536
19,19,"('There is nothing so pitiful as a young cynic because he has gone from knowing nothing to believingnothing. - Maya Angelou S', 'There is nothing as pitiful as a young cynic because he has gone from knowing nothing to believingnothing. - Maya Angelou')",0.0018189251422882,-0.7761366963386536
20,20,"(""I'm Single And Ready To Mingle But At The Same TimeI'm Ready To Settle Down"", 'I am single and ready to mingle, but at the same time I am also ready to settle down')",-0.0017204170580953,-0.8719891309738159
21,21,"(""I know I do but I'm finna go to sleep I'm too tired I been up since 8 thisMornin no sleep or nap"", 'I know I do but I am finally going to sleep. I am too tired, I have been up since 8 this morning with no sleep or nap.morning with no sleep or nap')",0.1169251203536987,-0.8719891309738159
22,22,"(""I Have Not Been Ta Sleep At All. And I'm Not Going TillMy Quat Kum Later On."", ""I have not been to sleep at all. And I'm not going until my Quat comes later on.my quat comes later on"")",0.2153355181217193,-0.8719891309738159
23,23,"('Too Many Unloyal People & Not Enough Loyal People ! I NeedSomeone Loyal On My Team!', 'There are too many people who are not loyal! I need someone who is loyal on my team')",-0.0377537347376346,-0.7761366963386536
24,24,"(""Lets GIVE A ROUD OF APPLAUSE TO THE NIGGAHS AND BITCHES THAT'S REALLY SOFT INPERSON BUT HARD ON TWITTER."", 'Let us give a round of applause to the ladies and gentlemen that are not as tough in personcompared to their personalities on Twitter')",0.1017230600118637,-0.8719891309738159
25,25,"(""I Get Jealous, I Get Mad, I Get Worried, I Get Curious.But That's Only Because I Love You So Much And I Don't Wanna Lose You Nan More Nan Less"", 'I often get jealous, mad, worried, and curious, but the only reason is because I love you so much and I do not want to loseyou, more or less')",0.1666479706764221,-0.8719891309738159
26,26,"('When Kobe gets the ball, he gotta make one move and go. Dont wait for the defense to make his shot more difficult.', ""When Kobe gets the ball, he needs to make one move and go. Don't want for the defense tomake his shot more difficult"")",0.15032659471035,-0.7761366963386536
27,27,"(""I really think my kids forgot I had an account. Yep I'm creeping& not a happy Momma!!!!!!"", ""I really think my kids forgot I had an account. Yes, I'm creeping and not a happy mother.and not a happy mother"")",0.0848654061555862,-0.8719891309738159
28,28,"(""Just rounded off the last of my kids bdays, until June!! I'm proud and grateful to God. A don't have much, but wekeep it happy, no matter."", ""I just rounded off the last of my kids’ birthdays until June! I'm proud and grateful to God. I don't have much, but wekeep it happy no matter what."")",0.1249815970659256,-0.8719891309738159
29,29,"(""Aight let me go ahead and get dressed to this Miguel album .. Y'all continue talking about all the shit y'all notgone do while I'm gone"", 'Alright, please allow me to get dressed up for the Miguel Album, and please continue to talk about everyone you are notgoing to do while I am gone')",0.1714645028114318,-0.8719891309738159
30,30,"('After boyz in tha hood came out, I wonder how many niggas tried shedding some tears and being dramatic to get a girlto give up the goods', 'After \\""Boyz n the Hood\\"" came on, I wonder how many guys tried shedding some tears and being dramatic to get a girlto have sex with them')",0.228289783000946,-0.7761366963386536
31,31,"('yes theres also this black female Dr you need to check out.. when i rememberher name ill link you', 'Yes, there is also this black female doctor you need to visit. When i remember Her name, i will send it to you.')",-0.2141188532114029,-0.7761366963386536
32,32,"('so he put a status that says lonely up and a modelhoe just hit him up...', 'So he posted a status that said \\""lonely\\"" and a modeljust messaged him')",0.0755436941981315,-0.7761366963386536
33,33,"('The travel channel is blowing me right now with all these American fast food delicacies that havebeen turnt up in Asia', 'The Travel Channel is blowing my mind right now with all of these American fast food delicacies that haveturned up in Asia.')",-0.3251164555549621,-0.7761366963386536
34,34,"(""So big Boi out here like fuck it Imma hop on all the tracks 3000 calls himself featuring onand give y'all the remix"", 'So, big boy is out here like “fuck it, I’m going to hop on all of the tracks 3000 says he is featured onand give you all the remix.')",0.2988821268081665,-0.8719891309738159
35,35,"('Yes I think we should incorporate our outrage in the name.. so that thebandit knows we mean business', 'Yes, I think we should incorporate our outrage in the name, so that thebandit knows we mean business')",-0.0970033332705497,-0.7761366963386536
36,36,"('Atlanta fans might as well clock out.. You already know theending to this story ...""', 'Atlanta fans might as well clock out.. you already know theending to this story ..')",0.0126640908420085,-0.7761366963386536
